HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Alias symbols	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:41599	MIR4488	microRNA 4488	Approved	RNA, micro		hsa-mir-4488	11q12.2	100616470	ENSG00000266006		476	MicroRNAs
HGNC:41685	MIR4489	microRNA 4489	Approved	RNA, micro		hsa-mir-4489	11q13.1	100616284	ENSG00000265874		476	MicroRNAs
HGNC:41871	MIR4490	microRNA 4490	Approved	RNA, micro		hsa-mir-4490	11q14.3	100616186	ENSG00000266703		476	MicroRNAs
HGNC:41808	MIR4491	microRNA 4491	Approved	RNA, micro		hsa-mir-4491	11q23.1	100616330	ENSG00000264032		476	MicroRNAs
HGNC:41563	MIR4492	microRNA 4492	Approved	RNA, micro		hsa-mir-4492	11q23.3	100616376	ENSG00000264211		476	MicroRNAs
HGNC:41778	MIR4493	microRNA 4493	Approved	RNA, micro		hsa-mir-4493	11q24.1	100616319	ENSG00000265357		476	MicroRNAs
HGNC:41731	MIR4494	microRNA 4494	Approved	RNA, micro		hsa-mir-4494	12q13.11	100616478	ENSG00000264906		476	MicroRNAs
HGNC:41693	MIR4495	microRNA 4495	Approved	RNA, micro		hsa-mir-4495	12q23.1	100616287	ENSG00000265861		476	MicroRNAs
HGNC:41569	MIR4496	microRNA 4496	Approved	RNA, micro		hsa-mir-4496	12q24.11	100616240	ENSG00000284388		476	MicroRNAs
HGNC:41737	MIR4497	microRNA 4497	Approved	RNA, micro		hsa-mir-4497	12q24.11	100616454	ENSG00000263510		476	MicroRNAs
HGNC:41838	MIR4498	microRNA 4498	Approved	RNA, micro		hsa-mir-4498	12q24.23	100616179	ENSG00000266704		476	MicroRNAs
HGNC:41739	MIR4499	microRNA 4499	Approved	RNA, micro		hsa-mir-4499	13q12.11	100616304	ENSG00000263978		476	MicroRNAs
HGNC:41853	MIR4500	microRNA 4500	Approved	RNA, micro		hsa-mir-4500	13q31.2	100616182	ENSG00000266052		476	MicroRNAs
HGNC:41650	MIR4501	microRNA 4501	Approved	RNA, micro		hsa-mir-4501	13q32.1	100616137	ENSG00000283487		476	MicroRNAs
HGNC:41534	MIR4502	microRNA 4502	Approved	RNA, micro		hsa-mir-4502	13q34	100616227	ENSG00000265450		476	MicroRNAs
HGNC:41675	MIR4503	microRNA 4503	Approved	RNA, micro		hsa-mir-4503	14q13.3	100616280	ENSG00000266327		476	MicroRNAs
HGNC:41624	MIR4504	microRNA 4504	Approved	RNA, micro		hsa-mir-4504	14q21.3	100616261	ENSG00000264712		476	MicroRNAs
HGNC:41743	MIR4505	microRNA 4505	Approved	RNA, micro		hsa-mir-4505	14q24.3	100616158	ENSG00000264741		476	MicroRNAs
HGNC:41663	MIR4506	microRNA 4506	Approved	RNA, micro		hsa-mir-4506	14q32.12	100616140	ENSG00000265768		476	MicroRNAs
HGNC:41642	MIR4507	microRNA 4507	Approved	RNA, micro		hsa-mir-4507	14q32.33	100616135	ENSG00000264024		476	MicroRNAs
HGNC:41659	MIR4508	microRNA 4508	Approved	RNA, micro		hsa-mir-4508	15q11.2	100616275	ENSG00000265673		476	MicroRNAs
HGNC:41860	MIR4509-1	microRNA 4509-1	Approved	RNA, micro		hsa-mir-4509-1	15q11.2	100616223	ENSG00000276941		476	MicroRNAs
HGNC:41537	MIR4509-2	microRNA 4509-2	Approved	RNA, micro		hsa-mir-4509-2	15q13.1	100616228	ENSG00000266039		476	MicroRNAs
HGNC:41610	MIR4509-3	microRNA 4509-3	Approved	RNA, micro		hsa-mir-4509-3	15q13.1	100616382	ENSG00000263964		476	MicroRNAs
HGNC:41708	MIR4510	microRNA 4510	Approved	RNA, micro		hsa-mir-4510	15q14	100616293	ENSG00000265098		476	MicroRNAs
HGNC:41589	MIR4511	microRNA 4511	Approved	RNA, micro		hsa-mir-4511	15q22.31	100616379	ENSG00000264737		476	MicroRNAs
HGNC:41701	MIR4512	microRNA 4512	Approved	RNA, micro		hsa-mir-4512	15q22.31	100616149	ENSG00000266589		476	MicroRNAs
HGNC:41855	MIR4513	microRNA 4513	Approved	RNA, micro		hsa-mir-4513	15q24.1	100616183	ENSG00000264386		476	MicroRNAs
HGNC:41845	MIR4514	microRNA 4514	Approved	RNA, micro		hsa-mir-4514	15q25.1	100616181	ENSG00000265855		476	MicroRNAs
HGNC:41800	MIR4515	microRNA 4515	Approved	RNA, micro		hsa-mir-4515	15q25.2	100616404	ENSG00000263643		476	MicroRNAs
HGNC:41617	MIR4516	microRNA 4516	Approved	RNA, micro		hsa-mir-4516	16p13.3	100616258	ENSG00000265867		476	MicroRNAs
HGNC:41878	MIR4517	microRNA 4517	Approved	RNA, micro		hsa-mir-4517	16p11.2	100616487	ENSG00000284541		476	MicroRNAs
HGNC:41809	MIR4518	microRNA 4518	Approved	RNA, micro		hsa-mir-4518	16p11.2	100616405	ENSG00000266305		476	MicroRNAs
HGNC:41544	MIR4519	microRNA 4519	Approved	RNA, micro		hsa-mir-4519	16p11.2	100616231	ENSG00000265991		476	MicroRNAs
HGNC:32054	MIR452	microRNA 452	Approved	RNA, micro	MIRN452	hsa-mir-452	Xq28	574412	ENSG00000283751		476	MicroRNAs
HGNC:41775	MIR4520-1	microRNA 4520-1	Approved	RNA, micro	MIR4520A	hsa-mir-4520a	17p13.1	100616401	ENSG00000264468		476	MicroRNAs
HGNC:41839	MIR4520-2	microRNA 4520-2	Approved	RNA, micro	MIR4520B	hsa-mir-4520b	17p13.1	100616466	ENSG00000283301		476	MicroRNAs
HGNC:41813	MIR4521	microRNA 4521	Approved	RNA, micro		hsa-mir-4521	17p13.1	100616406	ENSG00000283160		476	MicroRNAs
HGNC:41668	MIR4522	microRNA 4522	Approved	RNA, micro		hsa-mir-4522	17q11.1	100616277	ENSG00000263583		476	MicroRNAs
HGNC:41583	MIR4523	microRNA 4523	Approved	RNA, micro		hsa-mir-4523	17q11.2	100616122	ENSG00000284162		476	MicroRNAs
HGNC:41771	MIR4524A	microRNA 4524a	Approved	RNA, micro	MIR4524	hsa-mir-4524	17q24.2	100616316	ENSG00000283385		476	MicroRNAs
HGNC:43520	MIR4524B	microRNA 4524b	Approved	RNA, micro		hsa-mir-4524b	17q24.2	100847008	ENSG00000265331		476	MicroRNAs
HGNC:41903	MIR4525	microRNA 4525	Approved	RNA, micro		hsa-mir-4525	17q25.3	100616196	ENSG00000266107		476	MicroRNAs
HGNC:41618	MIR4526	microRNA 4526	Approved	RNA, micro		hsa-mir-4526	18p11.21	100616130	ENSG00000263527		476	MicroRNAs
HGNC:41633	MIR4527	microRNA 4527	Approved	RNA, micro		hsa-mir-4527	18q21.1	100616264	ENSG00000266582		476	MicroRNAs
HGNC:41547	MIR4528	microRNA 4528	Approved	RNA, micro		hsa-mir-4528	18q21.2	100616232	ENSG00000263872		476	MicroRNAs
HGNC:41703	MIR4529	microRNA 4529	Approved	RNA, micro		hsa-mir-4529	18q21.2	100616290	ENSG00000264571		476	MicroRNAs
HGNC:41764	MIR4530	microRNA 4530	Approved	RNA, micro		hsa-mir-4530	19q13.2	100616163	ENSG00000266559		476	MicroRNAs
HGNC:41872	MIR4531	microRNA 4531	Approved	RNA, micro		hsa-mir-4531	19q13.31	100616355	ENSG00000283673		476	MicroRNAs
HGNC:41886	MIR4533	microRNA 4533	Approved	RNA, micro		hsa-mir-4533	20q13.33	100616362	ENSG00000266140		476	MicroRNAs
HGNC:41692	MIR4534	microRNA 4534	Approved	RNA, micro		hsa-mir-4534	22q13.1	100616146	ENSG00000284266		476	MicroRNAs
HGNC:41629	MIR4535	microRNA 4535	Approved	RNA, micro		hsa-mir-4535	22q13.32	100616415	ENSG00000266887		476	MicroRNAs
HGNC:41730	MIR4536-1	microRNA 4536-1	Approved	RNA, micro	MIR4536	hsa-mir-4536	Xp11.21	100616155	ENSG00000283334		476	MicroRNAs
HGNC:43525	MIR4536-2	microRNA 4536-2	Approved	RNA, micro		hsa-mir-4536-2	Xp11.21	100847061	ENSG00000266328		476	MicroRNAs
HGNC:41682	MIR4537	microRNA 4537	Approved	RNA, micro		hsa-mir-4537	14q32.33	100616422	ENSG00000264781		476	MicroRNAs
HGNC:41664	MIR4538	microRNA 4538	Approved	RNA, micro		hsa-mir-4538	14q32.33	100616276	ENSG00000263413		476	MicroRNAs
HGNC:41546	MIR4539	microRNA 4539	Approved	RNA, micro		hsa-mir-4539	14q32.33	100616374	ENSG00000265612		476	MicroRNAs
HGNC:41670	MIR4540	microRNA 4540	Approved	RNA, micro		hsa-mir-4540	9p13.2	100616278	ENSG00000264922		476	MicroRNAs
HGNC:32344	MIR455	microRNA 455	Approved	RNA, micro	MIRN455	hsa-mir-455	9q32	619556	ENSG00000207726		476	MicroRNAs
HGNC:41593	MIR4632	microRNA 4632	Approved	RNA, micro		hsa-mir-4632	1p36.22	100616438	ENSG00000263676		476	MicroRNAs
HGNC:41822	MIR4633	microRNA 4633	Approved	RNA, micro		hsa-mir-4633	5q23.3	100616175	ENSG00000264563		476	MicroRNAs
HGNC:41559	MIR4634	microRNA 4634	Approved	RNA, micro		hsa-mir-4634	5q35.2	100616202	ENSG00000266890		476	MicroRNAs
HGNC:41748	MIR4635	microRNA 4635	Approved	RNA, micro		hsa-mir-4635	5p15.33	100616479	ENSG00000263834		476	MicroRNAs
HGNC:41798	MIR4636	microRNA 4636	Approved	RNA, micro		hsa-mir-4636	5p15.31	100616326	ENSG00000266415		476	MicroRNAs
HGNC:41651	MIR4637	microRNA 4637	Approved	RNA, micro		hsa-mir-4637	5p15.2	100616271	ENSG00000264792		476	MicroRNAs
HGNC:41841	MIR4638	microRNA 4638	Approved	RNA, micro		hsa-mir-4638	5q35.3	100616342	ENSG00000264732		476	MicroRNAs
HGNC:41645	MIR4639	microRNA 4639	Approved	RNA, micro		hsa-mir-4639	6p22.3	100616269	ENSG00000263712		476	MicroRNAs
HGNC:41561	MIR4640	microRNA 4640	Approved	RNA, micro		hsa-mir-4640	6p21.33	100616237	ENSG00000284370		476	MicroRNAs
HGNC:41835	MIR4641	microRNA 4641	Approved	RNA, micro		hsa-mir-4641	6p21.1	100616178	ENSG00000266494		476	MicroRNAs
HGNC:41865	MIR4642	microRNA 4642	Approved	RNA, micro		hsa-mir-4642	6p21.1	100616352	ENSG00000266619		476	MicroRNAs
HGNC:41814	MIR4643	microRNA 4643	Approved	RNA, micro		hsa-mir-4643	6q15	100616174	ENSG00000263734		476	MicroRNAs
HGNC:41687	MIR4644	microRNA 4644	Approved	RNA, micro		hsa-mir-4644	6q27	100616430	ENSG00000266245		476	MicroRNAs
HGNC:41689	MIR4645	microRNA 4645	Approved	RNA, micro		hsa-mir-4645	6p25.2	100616285	ENSG00000266750		476	MicroRNAs
HGNC:41543	MIR4646	microRNA 4646	Approved	RNA, micro		hsa-mir-4646	6p21.33	100616230	ENSG00000266776		476	MicroRNAs
HGNC:41594	MIR4647	microRNA 4647	Approved	RNA, micro		hsa-mir-4647	6p21.1	100616124	ENSG00000284427		476	MicroRNAs
HGNC:41560	MIR4648	microRNA 4648	Approved	RNA, micro		hsa-mir-4648	7p22.3	100616116	ENSG00000264357		476	MicroRNAs
HGNC:41852	MIR4649	microRNA 4649	Approved	RNA, micro		hsa-mir-4649	7p13	100616346	ENSG00000284412		476	MicroRNAs
HGNC:41755	MIR4650-1	microRNA 4650-1	Approved	RNA, micro		hsa-mir-4650-1	7q11.21	100616310	ENSG00000266525		476	MicroRNAs
HGNC:41810	MIR4650-2	microRNA 4650-2	Approved	RNA, micro		hsa-mir-4650-2	7q11.22	100616331	ENSG00000264494		476	MicroRNAs
HGNC:41647	MIR4651	microRNA 4651	Approved	RNA, micro		hsa-mir-4651	7q11.23	100616270	ENSG00000284334		476	MicroRNAs
HGNC:41615	MIR4652	microRNA 4652	Approved	RNA, micro		hsa-mir-4652	7q21.3	100616206	ENSG00000265423		476	MicroRNAs
HGNC:41562	MIR4653	microRNA 4653	Approved	RNA, micro		hsa-mir-4653	7q22.1	100616117	ENSG00000264425		476	MicroRNAs
HGNC:41643	MIR4654	microRNA 4654	Approved	RNA, micro		hsa-mir-4654	1q23.3	100616386	ENSG00000266144		476	MicroRNAs
HGNC:41754	MIR4655	microRNA 4655	Approved	RNA, micro		hsa-mir-4655	7p22.3	100616160	ENSG00000265089		476	MicroRNAs
HGNC:41749	MIR4656	microRNA 4656	Approved	RNA, micro		hsa-mir-4656	7p22.1	100616465	ENSG00000264474		476	MicroRNAs
HGNC:41706	MIR4657	microRNA 4657	Approved	RNA, micro		hsa-mir-4657	7p13	100616393	ENSG00000284261		476	MicroRNAs
HGNC:41673	MIR4658	microRNA 4658	Approved	RNA, micro		hsa-mir-4658	7q22.1	100616439	ENSG00000284518		476	MicroRNAs
HGNC:41857	MIR4659A	microRNA 4659a	Approved	RNA, micro		hsa-mir-4659a	8p23.1	100616348	ENSG00000266038		476	MicroRNAs
HGNC:41530	MIR4659B	microRNA 4659b	Approved	RNA, micro		hsa-mir-4659b	8p23.1	100616372	ENSG00000283386		476	MicroRNAs
HGNC:38359	MIR466	microRNA 466	Approved	RNA, micro		hsa-mir-466	3p23	100423038	ENSG00000265376		476	MicroRNAs
HGNC:41861	MIR4660	microRNA 4660	Approved	RNA, micro		hsa-mir-4660	8p23.1	100616350	ENSG00000263407		476	MicroRNAs
HGNC:41582	MIR4661	microRNA 4661	Approved	RNA, micro		hsa-mir-4661	8q21.3	100616245	ENSG00000266194		476	MicroRNAs
HGNC:41826	MIR4662A	microRNA 4662a	Approved	RNA, micro		hsa-mir-4662a	8q24.13	100616221	ENSG00000283609		476	MicroRNAs
HGNC:41607	MIR4662B	microRNA 4662b	Approved	RNA, micro		hsa-mir-4662b	8q24.13	100616255	ENSG00000263735		476	MicroRNAs
HGNC:41623	MIR4663	microRNA 4663	Approved	RNA, micro		hsa-mir-4663	8q24.13	100616260	ENSG00000266324		476	MicroRNAs
HGNC:41777	MIR4664	microRNA 4664	Approved	RNA, micro		hsa-mir-4664	8q24.3	100616318	ENSG00000265660		476	MicroRNAs
HGNC:41696	MIR4665	microRNA 4665	Approved	RNA, micro		hsa-mir-4665	9p24.1	100616288	ENSG00000263575		476	MicroRNAs
HGNC:41750	MIR4666A	microRNA 4666a	Approved	RNA, micro	MIR4666	hsa-mir-4666	1q42.13	100616308	ENSG00000266174		476	MicroRNAs
HGNC:43486	MIR4666B	microRNA 4666b	Approved	RNA, micro		hsa-mir-4666b	Xp21.2	100847047	ENSG00000264090		476	MicroRNAs
HGNC:41723	MIR4667	microRNA 4667	Approved	RNA, micro		hsa-mir-4667	9p13.3	100616214	ENSG00000263892		476	MicroRNAs
HGNC:41545	MIR4668	microRNA 4668	Approved	RNA, micro		hsa-mir-4668	9q31.3	100616114	ENSG00000266315		476	MicroRNAs
HGNC:41558	MIR4669	microRNA 4669	Approved	RNA, micro		hsa-mir-4669	9q34.2	100616236	ENSG00000263897		476	MicroRNAs
HGNC:41862	MIR4670	microRNA 4670	Approved	RNA, micro		hsa-mir-4670	9q22.31	100616351	ENSG00000264158		476	MicroRNAs
HGNC:41598	MIR4671	microRNA 4671	Approved	RNA, micro		hsa-mir-4671	1q42.2	100616380	ENSG00000264377		476	MicroRNAs
HGNC:41662	MIR4672	microRNA 4672	Approved	RNA, micro		hsa-mir-4672	9q34.11	100616429	ENSG00000263979		476	MicroRNAs
HGNC:41574	MIR4673	microRNA 4673	Approved	RNA, micro		hsa-mir-4673	9q34.3	100616242	ENSG00000263403		476	MicroRNAs
HGNC:41729	MIR4674	microRNA 4674	Approved	RNA, micro		hsa-mir-4674	9q34.3	100616301	ENSG00000265181		476	MicroRNAs
HGNC:41619	MIR4675	microRNA 4675	Approved	RNA, micro		hsa-mir-4675	10p12.31	100616383	ENSG00000265372		476	MicroRNAs
HGNC:41691	MIR4676	microRNA 4676	Approved	RNA, micro		hsa-mir-4676	10q22.1	100616286	ENSG00000266719		476	MicroRNAs
HGNC:41844	MIR4677	microRNA 4677	Approved	RNA, micro		hsa-mir-4677	1q43	100616343	ENSG00000265201		476	MicroRNAs
HGNC:41717	MIR4678	microRNA 4678	Approved	RNA, micro		hsa-mir-4678	10q23.2	100616296	ENSG00000283672		476	MicroRNAs
HGNC:41612	MIR4679-1	microRNA 4679-1	Approved	RNA, micro		hsa-mir-4679-1	10q23.31	100616128	ENSG00000283664		476	MicroRNAs
HGNC:41890	MIR4679-2	microRNA 4679-2	Approved	RNA, micro		hsa-mir-4679-2	10q23.31	100616192	ENSG00000265375		476	MicroRNAs
HGNC:41541	MIR4680	microRNA 4680	Approved	RNA, micro		hsa-mir-4680	10q25.2	100616113	ENSG00000284482		476	MicroRNAs
HGNC:41753	MIR4681	microRNA 4681	Approved	RNA, micro		hsa-mir-4681	10q26.11	100616398	ENSG00000265719		476	MicroRNAs
HGNC:41788	MIR4682	microRNA 4682	Approved	RNA, micro		hsa-mir-4682	10q26.12	100616322	ENSG00000265370		476	MicroRNAs
HGNC:41883	MIR4683	microRNA 4683	Approved	RNA, micro		hsa-mir-4683	10p11.21	100616500	ENSG00000284265		476	MicroRNAs
HGNC:41695	MIR4684	microRNA 4684	Approved	RNA, micro		hsa-mir-4684	1p36.12	100616391	ENSG00000265422		476	MicroRNAs
HGNC:41802	MIR4685	microRNA 4685	Approved	RNA, micro		hsa-mir-4685	10q24.2	100616482	ENSG00000264610		476	MicroRNAs
HGNC:41601	MIR4686	microRNA 4686	Approved	RNA, micro		hsa-mir-4686	11p15.5	100616126	ENSG00000265258		476	MicroRNAs
HGNC:41712	MIR4687	microRNA 4687	Approved	RNA, micro		hsa-mir-4687	11p15.4	100616453	ENSG00000284525		476	MicroRNAs
HGNC:41897	MIR4688	microRNA 4688	Approved	RNA, micro		hsa-mir-4688	11p11.2	100616368	ENSG00000264102		476	MicroRNAs
HGNC:41895	MIR4689	microRNA 4689	Approved	RNA, micro		hsa-mir-4689	1p36.31	100616421	ENSG00000264101		476	MicroRNAs
HGNC:41707	MIR4690	microRNA 4690	Approved	RNA, micro		hsa-mir-4690	11q13.1	100616292	ENSG00000266041		476	MicroRNAs
HGNC:41796	MIR4691	microRNA 4691	Approved	RNA, micro		hsa-mir-4691	11q13.2	100616403	ENSG00000284435		476	MicroRNAs
HGNC:41856	MIR4692	microRNA 4692	Approved	RNA, micro		hsa-mir-4692	11q13.4	100616410	ENSG00000265064		476	MicroRNAs
HGNC:41818	MIR4693	microRNA 4693	Approved	RNA, micro		hsa-mir-4693	11q22.3	100616457	ENSG00000264200		476	MicroRNAs
HGNC:41586	MIR4694	microRNA 4694	Approved	RNA, micro		hsa-mir-4694	11p15.1	100616426	ENSG00000264309		476	MicroRNAs
HGNC:41573	MIR4695	microRNA 4695	Approved	RNA, micro		hsa-mir-4695	1p36.13	100616120	ENSG00000265606		476	MicroRNAs
HGNC:41780	MIR4696	microRNA 4696	Approved	RNA, micro		hsa-mir-4696	11q13.4	100616402	ENSG00000265902		476	MicroRNAs
HGNC:41570	MIR4697	microRNA 4697	Approved	RNA, micro		hsa-mir-4697	11q25	100616119	ENSG00000284020		476	MicroRNAs
HGNC:41867	MIR4698	microRNA 4698	Approved	RNA, micro		hsa-mir-4698	12q13.11	100616486	ENSG00000263838		476	MicroRNAs
HGNC:41636	MIR4699	microRNA 4699	Approved	RNA, micro		hsa-mir-4699	12q21.31	100616133	ENSG00000265227		476	MicroRNAs
HGNC:41806	MIR4700	microRNA 4700	Approved	RNA, micro		hsa-mir-4700	12q24.31	100616329	ENSG00000284143		476	MicroRNAs
HGNC:41627	MIR4701	microRNA 4701	Approved	RNA, micro		hsa-mir-4701	12q13.12	100616262	ENSG00000264201		476	MicroRNAs
HGNC:41817	MIR4703	microRNA 4703	Approved	RNA, micro		hsa-mir-4703	13q14.3	100616423	ENSG00000266611		476	MicroRNAs
HGNC:41602	MIR4704	microRNA 4704	Approved	RNA, micro		hsa-mir-4704	13q21.32	100616205	ENSG00000263561		476	MicroRNAs
HGNC:41567	MIR4705	microRNA 4705	Approved	RNA, micro		hsa-mir-4705	13q33.1	100616239	ENSG00000264482		476	MicroRNAs
HGNC:41576	MIR4706	microRNA 4706	Approved	RNA, micro		hsa-mir-4706	14q23.3	100616490	ENSG00000266531		476	MicroRNAs
HGNC:41531	MIR4707	microRNA 4707	Approved	RNA, micro		hsa-mir-4707	14q11.2	100616424	ENSG00000284118		476	MicroRNAs
HGNC:41824	MIR4708	microRNA 4708	Approved	RNA, micro		hsa-mir-4708	14q23.3	100616176	ENSG00000266740		476	MicroRNAs
HGNC:41690	MIR4709	microRNA 4709	Approved	RNA, micro		hsa-mir-4709	14q24.3	100616211	ENSG00000283944		476	MicroRNAs
HGNC:41727	MIR4710	microRNA 4710	Approved	RNA, micro		hsa-mir-4710	14q32.33	100616300	ENSG00000265291		476	MicroRNAs
HGNC:41847	MIR4711	microRNA 4711	Approved	RNA, micro		hsa-mir-4711	1p32.1	100616409	ENSG00000266150		476	MicroRNAs
HGNC:41732	MIR4712	microRNA 4712	Approved	RNA, micro		hsa-mir-4712	15q21.2	100616396	ENSG00000284284		476	MicroRNAs
HGNC:41899	MIR4713	microRNA 4713	Approved	RNA, micro		hsa-mir-4713	15q21.2	100616369	ENSG00000266593		476	MicroRNAs
HGNC:41763	MIR4714	microRNA 4714	Approved	RNA, micro		hsa-mir-4714	15q26.3	100616432	ENSG00000264480		476	MicroRNAs
HGNC:41666	MIR4715	microRNA 4715	Approved	RNA, micro		hsa-mir-4715	15q12	100616474	ENSG00000266517		476	MicroRNAs
HGNC:41812	MIR4716	microRNA 4716	Approved	RNA, micro		hsa-mir-4716	15q21.1	100616332	ENSG00000264210		476	MicroRNAs
HGNC:41571	MIR4717	microRNA 4717	Approved	RNA, micro		hsa-mir-4717	16p13.3	100616241	ENSG00000264004		476	MicroRNAs
HGNC:41900	MIR4718	microRNA 4718	Approved	RNA, micro		hsa-mir-4718	16p13.12	100616195	ENSG00000264733		476	MicroRNAs
HGNC:41807	MIR4719	microRNA 4719	Approved	RNA, micro		hsa-mir-4719	16q23.1	100616172	ENSG00000266426		476	MicroRNAs
HGNC:41705	MIR4720	microRNA 4720	Approved	RNA, micro		hsa-mir-4720	16q23.2	100616150	ENSG00000284473		476	MicroRNAs
HGNC:41609	MIR4721	microRNA 4721	Approved	RNA, micro		hsa-mir-4721	16p11.2	100616256	ENSG00000283845		476	MicroRNAs
HGNC:41782	MIR4722	microRNA 4722	Approved	RNA, micro		hsa-mir-4722	16q24.3	100616167	ENSG00000284585		476	MicroRNAs
HGNC:41660	MIR4723	microRNA 4723	Approved	RNA, micro		hsa-mir-4723	17q11.2	100616388	ENSG00000284532		476	MicroRNAs
HGNC:41590	MIR4724	microRNA 4724	Approved	RNA, micro		hsa-mir-4724	17q11.2	100616248	ENSG00000284424		476	MicroRNAs
HGNC:41608	MIR4725	microRNA 4725	Approved	RNA, micro		hsa-mir-4725	17q11.2	100616449	ENSG00000265976		476	MicroRNAs
HGNC:41722	MIR4726	microRNA 4726	Approved	RNA, micro		hsa-mir-4726	17q12	100616153	ENSG00000273627		476	MicroRNAs
HGNC:41709	MIR4727	microRNA 4727	Approved	RNA, micro		hsa-mir-4727	17q12	100616416	ENSG00000274054		476	MicroRNAs
HGNC:41632	MIR4728	microRNA 4728	Approved	RNA, micro		hsa-mir-4728	17q12	100616132	ENSG00000265178		476	MicroRNAs
HGNC:41585	MIR4729	microRNA 4729	Approved	RNA, micro		hsa-mir-4729	17q22	100616204	ENSG00000263857		476	MicroRNAs
HGNC:41880	MIR4730	microRNA 4730	Approved	RNA, micro		hsa-mir-4730	17q25.3	100616359	ENSG00000264961		476	MicroRNAs
HGNC:41597	MIR4731	microRNA 4731	Approved	RNA, micro		hsa-mir-4731	17p12	100616125	ENSG00000265110		476	MicroRNAs
HGNC:41639	MIR4732	microRNA 4732	Approved	RNA, micro		hsa-mir-4732	17q11.2	100616385	ENSG00000284085		476	MicroRNAs
HGNC:41638	MIR4733	microRNA 4733	Approved	RNA, micro		hsa-mir-4733	17q11.2	100616266	ENSG00000265444		476	MicroRNAs
HGNC:41572	MIR4734	microRNA 4734	Approved	RNA, micro		hsa-mir-4734	17q12	100616203	ENSG00000275238		476	MicroRNAs
HGNC:41888	MIR4735	microRNA 4735	Approved	RNA, micro		hsa-mir-4735	1q31.3	100616363	ENSG00000265986		476	MicroRNAs
HGNC:41804	MIR4736	microRNA 4736	Approved	RNA, micro		hsa-mir-4736	17q22	100616220	ENSG00000264399		476	MicroRNAs
HGNC:41669	MIR4737	microRNA 4737	Approved	RNA, micro		hsa-mir-4737	17q23.1	100616210	ENSG00000264049		476	MicroRNAs
HGNC:41679	MIR4738	microRNA 4738	Approved	RNA, micro		hsa-mir-4738	17q25.1	100616282	ENSG00000283853		476	MicroRNAs
HGNC:41801	MIR4739	microRNA 4739	Approved	RNA, micro		hsa-mir-4739	17q25.3	100616170	ENSG00000266665		476	MicroRNAs
HGNC:41711	MIR4740	microRNA 4740	Approved	RNA, micro		hsa-mir-4740	17q25.3	100616294	ENSG00000266392		476	MicroRNAs
HGNC:41661	MIR4741	microRNA 4741	Approved	RNA, micro		hsa-mir-4741	18q11.2	100616139	ENSG00000284331		476	MicroRNAs
HGNC:41565	MIR4742	microRNA 4742	Approved	RNA, micro		hsa-mir-4742	1q42.11	100616468	ENSG00000266618		476	MicroRNAs
HGNC:41894	MIR4743	microRNA 4743	Approved	RNA, micro		hsa-mir-4743	18q21.1	100616366	ENSG00000266276		476	MicroRNAs
HGNC:41866	MIR4744	microRNA 4744	Approved	RNA, micro		hsa-mir-4744	18q21.1	100616420	ENSG00000263849		476	MicroRNAs
HGNC:41868	MIR4745	microRNA 4745	Approved	RNA, micro		hsa-mir-4745	19p13.3	100616459	ENSG00000284361		476	MicroRNAs
HGNC:41904	MIR4746	microRNA 4746	Approved	RNA, micro		hsa-mir-4746	19p13.3	100616371	ENSG00000266437		476	MicroRNAs
HGNC:41827	MIR4747	microRNA 4747	Approved	RNA, micro		hsa-mir-4747	19p13.3	100616337	ENSG00000263409		476	MicroRNAs
HGNC:41557	MIR4748	microRNA 4748	Approved	RNA, micro		hsa-mir-4748	19p13.2	100616425	ENSG00000265879		476	MicroRNAs
HGNC:41760	MIR4749	microRNA 4749	Approved	RNA, micro		hsa-mir-4749	19q13.33	100616313	ENSG00000265954		476	MicroRNAs
HGNC:41765	MIR4750	microRNA 4750	Approved	RNA, micro		hsa-mir-4750	19q13.33	100616314	ENSG00000284394		476	MicroRNAs
HGNC:41819	MIR4751	microRNA 4751	Approved	RNA, micro		hsa-mir-4751	19q13.33	100616483	ENSG00000283842		476	MicroRNAs
HGNC:41803	MIR4752	microRNA 4752	Approved	RNA, micro		hsa-mir-4752	19q13.42	100616171	ENSG00000264703		476	MicroRNAs
HGNC:41527	MIR4753	microRNA 4753	Approved	RNA, micro		hsa-mir-4753	1q42.3	100616224	ENSG00000263439		476	MicroRNAs
HGNC:41786	MIR4754	microRNA 4754	Approved	RNA, micro		hsa-mir-4754	19q13.43	100616168	ENSG00000266640		476	MicroRNAs
HGNC:41815	MIR4755	microRNA 4755	Approved	RNA, micro		hsa-mir-4755	20q11.22	100616434	ENSG00000264616		476	MicroRNAs
HGNC:41529	MIR4756	microRNA 4756	Approved	RNA, micro		hsa-mir-4756	20q13.2	100616225	ENSG00000265595		476	MicroRNAs
HGNC:41746	MIR4757	microRNA 4757	Approved	RNA, micro		hsa-mir-4757	2p24.1	100616307	ENSG00000266738		476	MicroRNAs
HGNC:41836	MIR4758	microRNA 4758	Approved	RNA, micro		hsa-mir-4758	20q13.33	100616340	ENSG00000284074		476	MicroRNAs
HGNC:41575	MIR4759	microRNA 4759	Approved	RNA, micro		hsa-mir-4759	21q21.3	100616243	ENSG00000266133		476	MicroRNAs
